Layer_i,Layer_j,AUC,Diff_P_N,AUC_abs
2,10,0.5443640000000001,0.006370832085609457,0.04436400000000007
3,10,0.5439815,0.00607164013385772,0.04398150000000001
1,7,0.542298,0.007785992264747632,0.04229799999999995
3,4,0.542156,0.002040436804294589,0.04215599999999997
1,5,0.542155,0.006758794188499451,0.042155000000000054
1,10,0.540503,0.005864347398281122,0.040502999999999956
28,29,0.5405,0.00581064230203629,0.04049999999999998
23,24,0.539432,0.001987677037715914,0.03943200000000002
5,7,0.5363249999999999,0.0033619890809059166,0.03632499999999994
2,8,0.5349079999999999,0.006702056884765606,0.03490799999999994
7,10,0.5340885,0.0022161656618118475,0.034088499999999966
1,8,0.5326305,0.005545131385326418,0.03263050000000001
8,10,0.529218,0.001993897318840032,0.029217999999999966
3,8,0.5280790000000001,0.005744441330432892,0.028079000000000076
4,9,0.527903,0.0042401854395866245,0.02790300000000001
2,4,0.5270665,0.00368806201219557,0.027066499999999993
2,9,0.526394,0.005123831570148452,0.02639400000000003
3,9,0.5260855,0.004866641402244576,0.026085499999999984
24,25,0.524384,0.0017679629325866655,0.02438399999999996
1,4,0.5242120000000001,0.001647046446800221,0.024212000000000122
13,14,0.5238259999999999,0.0010923962593078623,0.023825999999999903
5,9,0.522597,0.0030386958122253505,0.022596999999999978
22,23,0.5220625,0.0012402941584587143,0.022062499999999985
1,9,0.5218609999999999,0.0036911200881004635,0.02186099999999991
4,8,0.520987,0.004267061471939088,0.020986999999999978
6,7,0.5175700000000001,0.0014466988444328255,0.017570000000000086
7,8,0.4834235,-0.0005281483530998193,0.016576499999999994
8,9,0.5155245,0.00040569776296615206,0.015524500000000052
6,9,0.515036,0.0014438945651054358,0.01503600000000005
9,10,0.509425,0.0005509611368179346,0.009425000000000017
6,8,0.49215149999999996,0.0003824712038040107,0.007848500000000036
5,8,0.507328,0.002251789748668659,0.007328000000000001
7,9,0.5057895,-0.00022252362966537764,0.005789500000000003
1,3,0.505268,-0.0023104584217071567,0.00526800000000005
2,3,0.5038075000000001,0.0006206793785095144,0.0038075000000000747
1,2,0.5002515000000001,-0.003674782752990713,0.0002515000000000711
